OrganizationName,Industries,HeadquartersLocation,Description,CBRank,PostalCode,EstimatedRevenueRange,OperatingStatus,FoundedDate,ExitDate,ClosedDate,Company Type,Website,NumberOfFounders,NumberOfEmployees,NumberOfFundingRounds,TotalEquityFundingAmount,TotalFundingAmount,Top5Investors,FullDescription,LastFundingAmount,LastFundingDate,NumberOfInvestors,FundingStatus,LastFundingType,
Justsnap Logo Justsnap,"Advertising , Data Mining , Digital Marketing , Information Technology , Management Consulting , Marketing Automation , Predictive Analytics , Retail , Retail Technology","Berlin , Berlin , Germany",Justsnap is cloud-based promotion campaign management tool for businesses.,"129,650",10178,$1M to $10M,Active,"Jan 1, 2015",—,—,For Profit,www.justsnap.de,2,51-100,2,"120,000.00 €","120,000.00 €","Techstars , LeadX Capital Partners , METRO Xcel","Justsnap is an innovative retail and marketing technology company that provides agile solutions for brands to plan and execute their direct-to-consumer promotional and sales activities very efficiently. Thanks to the AI-based proprietary receipt processing technology, it enables brands to run their purchase-based sales promotion campaigns independently from the retailer, without the need for integration with retailer Point of Sale (POS) systems.In addition to digitally validating campaign participation with a simple sales receipt, Justsnap also provides in-depth information about consumers' purchasing behavior, allowing brands to retarget them.Providing strategic and AI-driven solutions for brand managers to drive omnichannel digital marketing activities, Justsnap works with more than 50 large multinational companies, including Fortune 500 companies such as P&G, Unilever, Mondelez, PepsiCo, Nestle, and L'Oreal.For more information: contact@Justsnap.de",—,"Jan 1, 2018",3,Seed,Seed,
Kaiko Systems Logo Kaiko Systems,"Artificial Intelligence (AI) , Machine Learning , Marine Technology , Marine Transportation , SaaS , Shipping","Berlin , Berlin , Germany",Kaiko Systems is an operational intelligence company that uses AI to turn frontline data into real-time asset health insights.,"36,781",10827,$1M to $10M,Active,"Oct 19, 2020",—,—,For Profit,www.kaikosystems.com,2,11-50,1,"2,000,000.00 €","2,000,000.00 €","Flagship Founders , A Round Capital , Vineta Ventures , Schoeller Holdings , Clasen Rickmers","Kaiko Systems empowers shipping companies to operate with confidence. We equip frontline workers with digital tools that turn frontline operations into structured data while improving efficiency and quality. By using AI to verify collected information, we build a single source of shared intelligence for industry-wide collaboration.For more information, visit: www.kaikosystems.com","2,000,000.00 €","Sep 21, 2022",6,Seed,Seed,
Kape-IT Logo Kape-IT,"Consulting , Information Technology , Machine Learning , Software","Oberaudorf , Bayern , Germany","-IT is a consultancy that focuses on SAP analytics, planning, machine learning, and IT solutions to its clients.","2,249,655",83080,Less than $1M,Active,2011,—,—,For Profit,kape-it.de/,—,1-10,—,—,—,—,—,—,—,—,—,—,
Kassen Merkl Logo Kassen Merkl,"Consumer Software , Customer Service , Intelligent Systems , Software","Munich , Bayern , Germany",Kassen Merkl provides intelligent POS system solutions for gastronomic and business.,"2,847,272",80639,$1M to $10M,Active,1972,—,—,For Profit,www.kassenmerkl.de,—,11-50,—,—,—,—,"Kassen Merkl offers intelligent POS system solutions for gastronomy and business. They sell cash registers and software from a selection of brands. They provide customized services and solutions to their customers. They used POS and billing systems of various performance levels and price points for catering, bakery, and retail.",—,—,—,—,—,
Katulu Logo Katulu,"Artificial Intelligence (AI) , Machine Learning , Professional Services","Hamburg , Hamburg , Germany",Katulu solves the problem of insufficient data in AI projects by enabling organizations to collaborate without compromising privacy.,"316,708",22303,$1M to $10M,Active,May 2018,—,—,For Profit,katulu.io,3,11-50,—,—,—,—,"Katulu helps organizations solve the problem of insufficient data in AI projects by enabling organizations to securely collaborate without compromising data privacy. With Katulu’s SaaS product, organizations can easily set up their own data ecosystem to gain insights from distributed data of internal or external parties using federated learning. Their unique approach makes privacy-preserving machine learning simple. It runs on every platform and device, finds the right data automatically and enables privacy-preserving MLOps at large scale.",—,—,—,—,—,
Kauz Logo Kauz,"Artificial Intelligence (AI) , Software","Düsseldorf , Nordrhein-Westfalen , Germany",Kauz answers the questions of your customers around the clock.,"41,918",40215,Less than $1M,Active,2016,—,—,For Profit,kauz.net/,—,1-10,1,"2,300,000.00 €","2,300,000.00 €",—,"Kauz They are a startup from Düsseldorf-Bilk, which aims to develop software for answering questions of every kind. To this end, They are working on technologies for extracting information from databases and texts. In addition, They develop methods for the interpretation of questions and the automatic formulation of answers. A deep semantic modeling as well as a proper dose pragmatics are used. To cover these tasks, Their team consists of linguists, computer linguists and programmers.","2,300,000.00 €","Feb 7, 2024",—,—,Undisclosed,
KehraTec Logo KehraTec,"Industrial Automation , Machine Learning , Manufacturing , Mechanical Engineering","Werdohl , Nordrhein-Westfalen , Germany",KehraTec is a mechanical engineering company that specializes in machine construction and automation technology solutions.,"1,194,848",58791,$1M to $10M,Active,2009,—,—,For Profit,www.kehratec.de,—,11-50,—,—,—,—,—,—,—,—,—,—,
KELLER Logo KELLER,"Automotive , Industrial , Industrial Automation , Intelligent Systems , Machinery Manufacturing , Manufacturing , Sales","Ibbenbüren , Nordrhein-Westfalen , Germany",KELLER is an intelligent automation solutions provider company.,"530,867",—,$50M to $100M,Active,"Jan 1, 1894",—,—,For Profit,www.keller.de/,—,51-100,—,—,—,—,Keller HCW offers turnkey plants and machinery for the heavy clay industry. They are flexible machines and automation solutions for industrial production processes. They offer revolutionary automation solutions for highly efficient bulk solid processes.,—,—,—,—,—,
Kelsen Logo Kelsen,"Analytics , Artificial Intelligence (AI) , Big Data , Database , Legal , Legal Tech , Machine Learning , Real Time","Berlin , Berlin , Germany",Kelsen is a learning algorithm that computes answers to legal questions in real time by combining big data and machine learning.,"406,281",10117,Less than $1M,Active,"Dec 4, 2014",—,—,For Profit,www.ask-kelsen.com/,1,1-10,2,—,—,"Microsoft Accelerator , Microsoft Accelerator Berlin",Kelsen uses big data and machine learning to provide intelligence solutions for firms in the legal industry. Big data and machine learning enables its users to obtain answers for legal questions in real time. Kelsen learns from user ratings to improve the accuracy of the search results with every search.Kelsen was founded in 2014 by Sergio Aragon and is based in Berlin.,—,"Nov 1, 2015",2,—,Venture - Series Unknown,
Kenbun IT Logo Kenbun IT,"Artificial Intelligence (AI) , Big Data , Information Technology , Machine Learning","Karlsruhe , Baden-Wurttemberg , Germany","Kenbun IT is an AI and digital language systems specialist, offering solutions like the KIDOU CT Assistant for surgical use.","482,284",—,$1M to $10M,Active,2018,—,—,For Profit,www.kenbun.de,1,11-50,—,—,—,—,"Kenbun IT AG is a software company that specializes in artificial intelligence and digital language systems. The company offers solutions that aid in the digital transformation of business models through AI-powered systems. One of their notable products is the KIDOU CT Assistant, an intelligent voice assistant designed for use in surgery. This product showcases the company's expertise in precise voice recognition technology. Kenbun IT AG supports its clients by providing innovative solutions that leverage the power of AI and digital language systems.",—,—,—,—,—,
KENDAXA Group Logo KENDAXA Group,"Analytics , Artificial Intelligence (AI) , Big Data , Business Intelligence , Cloud Data Services , Data Mining , Data Storage , Enterprise Software , Machine Learning , Marketing Automation , PaaS , Software","Leipzig , Sachsen , Germany",KENDAXA is a fast-growing partner for the digitisation & automation of corporate processes - we help you take part in the digital evolution.,"281,369",4275,—,Active,2017,—,—,For Profit,kendaxa.com,2,51-100,1,—,—,eCAPITAL ENTREPRENEURIAL PARTNERS,"KENDAXA Group is a B2B IT company specializing in the creation of software solutions leveraging artificial intelligence (AI), machine learning (ML), and data science for customers in the manufacturing, financial services, trade and retail industries. Its focus is on the intelligent automation of industrial engineering and production processes in conjunction with Product Lifecycle Management systems (PLM) as well as on intelligent data stream and document processing including image and video footage for the automation of decisions and workflows.Seated in Leipzig and Frankfurt, Germany, as well as in Prague, Czech Republic, KENDAXA continuously develops and new AI-based applications and services while improving the existing ones. All of the applications are mutually compatible and can be combined within the framework of [KX-DI] if necessary. In view of the ever-changing technological challenges and opportunities, KENDAXA’s developmental branch cooperates with universities and other research facilities.",—,"Feb 1, 2021",1,—,Venture - Series Unknown,
Kenjo Logo Kenjo,"Human Resources , Predictive Analytics , Software","Berlin , Berlin , Germany",HR & Operations Hub for frontline workers.,"8,827",10967,$10M to $50M,Active,2019,—,—,For Profit,www.kenjo.io,4,51-100,3,"$16,587,828","$16,587,828","Redalpine , Hi Inov - Dentressangle , The Delta , Lightbird , Innovation Nest","Kenjo is a software company that specializes in providing technology solutions for frontline workers. Our product is designed to help SMBs and mid-market organizations with HR, operations, and internal communications.Kenjo offers a cloud-based platform to manage HR’s most important processes (time off and attendance, onboarding, payroll, performance management, and recruiting) as well as operations, and internal communications. What sets us apart is our mobile-first strategy, which allows us to cater to the needs of deskless employees and managers, and our holistic approach. Kenjo goes beyond HR to help companies with their operations and employee communications, becoming the platform to run all employee-facing processes in one technology. At Kenjo, we believe that every employee plays a critical role in the success of a business. That's why we strive to provide our customers with the tools they need to help their employees thrive. For more information please visit our website www.kenjo.io or send us a message to marketing@kenjo.io, and we will be happy to help you.","8,800,000.00 €","Sep 17, 2023",5,Early Stage Venture,Series A,
